site,cam_number,cam_moved,sampling_period_length,canopy_cov,biotic_com_2,veg_cover_cam,veg_cover_cam_under_1m,veg_cover,veg_cover_diff,obs_dist,detection_angle,max_trig_dist,vertical_cover,tree_density_5_70,shrub_yucca_density,herbaceous_cov,pred_count_avg,coy_count_avg,bobcat_count_avg,livestock_count_avg,cow_count_avg,sheep_count_avg,lagomorph_count_avg,rodent_count_avg,cottontail_count_avg,jackrabbit_count_avg,prey_count_avg,elevation,slope,topo_pos,heat_load,aspect,dist_water_tank,water_tank_density_0_9km,water_tank_density_1_3km,water_tank_density_1_5_km,water_tank_density_1_6_km,water_tank_density_1_9_km,water_tank_density_2_4_km,water_tank_density_3_7_km,small_rd_dist,turbine_rd_dist,turbine_rd_density_0_1km,turbine_rd_density_0_9km,turbine_rd_density_1_3km,turbine_rd_density_1_5km,turbine_rd_density_1_6km,turbine_rd_density_1_9km,turbine_rd_density_2_4km,turbine_rd_density_3_7km,turbine_density_0_9km,turbine_density_1_3km,turbine_density_1_5km,turbine_density_1_6km,turbine_density_1_9km,turbine_density_2_4km,turbine_density_3_7km,turbine_dist,50cm_turbine_vis,150cm_turbine_vis,turbine_interior,woodland_percent_0_1km,woodland_percent_0_9km,woodland_percent_1_3km,woodland_percent_1_5km,woodland_percent_1_6km,woodland_percent_1_9km,woodland_percent_2_4km,woodland_percent_3_7km,NDVI_0_1km,NDVI_0_9km,NDVI_1_3km,NDVI_1_5km,NDVI_1_6km,NDVI_1_9km,NDVI_2_4km,NDVI_3_7km
201,20,no,39,0,1,0.4,0.7,0.25,-0.35,27.33333333,31,25,1.5,0,0,0.210069444,0,0,0,0,0,0,2.025641026,0,0.076923077,1.948717949,2.025641026,1845.4845,1.6079385,0.378295898,1.002396003,0.788741909,1062.436649,0,0.188323917,0.141442716,0.124378109,0.176366843,0.44198895,0.255754476,380.4273517,318.182536,0,0.532082279,0.331939908,0.277893687,0.25702273,0.208855434,0.232903294,0.19662605,1.181102362,0.564971751,0.424328147,0.373134328,0.264550265,0.386740331,0.325505696,368.1846412,26,59,0,0,0,0,0,0.04,0.06,0.84,7.03,0.106,0.103,0.105,0.106,0.107,0.108,0.108,0.109
202,65,no,38,26.416,2,0.35,0.1,0.3875,0.075,14.66666667,32,10,4,409.7222222,41.66666667,0.09375,0.473684211,0.157894737,0.315789474,0,0,0,2.710526316,0,0,2.710526316,2.710526316,1947.2225,1.694821,-3.848510742,0.990728958,0.851740092,984.1579575,0,0.376647834,0.282885431,0.248756219,0.352733686,0.220994475,0.209253662,138.0701315,809.0971869,0,0.266710114,0.65097241,0.782156439,0.815631353,1.008963402,0.965966735,0.856958811,0,0,0,0,0.176366843,0.220994475,0.162752848,1726.336394,1.3,2.3,0,37.5,48.57,45.37,44.1,43.81,42.78,42.89,40.85,0.125,0.126,0.126,0.126,0.126,0.126,0.126,0.125
203,10,no,40,0,1,0.175,0.25,0.1375,-0.175,34.66666667,39,15,8.75,6.944444444,402.7777778,0.157986111,0.55,0.55,0,0,0,0,0.525,0,0,0.525,0.525,1805.2445,1.3460467,-3.719970703,1.003190945,0.218111383,611.1601394,0.393700787,0.564971751,0.424328147,0.373134328,0.352733686,0.276243094,0.302255289,338.3712048,1188.323366,0,0,0.14442317,0.156240095,0.149990284,0.132914982,0.116827895,0.139653148,0,0.376647834,0.424328147,0.373134328,0.264550265,0.220994475,0.209253662,1222.921218,5.6,14,0,0,0,0.02,0.01,0.01,0.06,0.11,5.43,0.094,0.094,0.096,0.096,0.096,0.097,0.099,0.102
204,49,no,41,10.608,1,0.4,0.3,0.175,-0.1,105,33,10,4.5,27.77777778,13.88888889,0.168402778,0.951219512,0.951219512,0,0,0,0,0.341463415,0,0,0.341463415,0.341463415,1870.8217,1.2671926,3.952270508,0.993171223,0.179389227,778.6628653,0.393700787,0.188323917,0.141442716,0.124378109,0.088183422,0.165745856,0.255754476,161.6695369,1306.521439,0,0,0,0.119217549,0.170927107,0.189293373,0.44788185,0.478985275,0,0,0.282885431,0.373134328,0.440917108,0.497237569,0.558009765,1314.264911,53,76,0,0,22.09,24.44,22.53,20.91,16.42,11.57,7.43,0.1,0.109,0.111,0.111,0.111,0.11,0.109,0.108
205,26,no,39,0.104,1,0.075,0.15,0.2375,-0.075,27.33333333,32,30,1.75,138.8888889,0,0.135416667,0,0,0,17.64102564,17.64102564,0,1.871794872,0,0,1.871794872,1.871794872,1878.5574,1.6438087,3.075317383,1.006746226,0.642744182,708.0785132,0.393700787,0.188323917,0.141442716,0.124378109,0.088183422,0.165745856,0.232504069,51.27420977,104.0623546,0,1.42442415,1.006351424,0.843358402,0.779885438,0.742880549,0.782675672,0.696219555,1.57480315,1.506591337,1.272984441,1.119402985,0.970017637,1.104972376,0.837014648,489.7263146,28,68,1,0,1.91,7.88,10.19,11.51,15.16,13.14,14.17,0.101,0.104,0.108,0.11,0.111,0.113,0.114,0.115
206,54,no,41,0.468,1,0.05,0.1,0.275,-0.05,66.33333333,31,10,4.25,111.1111111,48.61111111,0.178819444,0.463414634,0.463414634,0,8.658536585,8.658536585,0,0.073170732,0,0,0.073170732,0.073170732,1859.5573,2.4806411,0.873291016,1.00844447,0.277183219,832.3331392,0.393700787,0.188323917,0.141442716,0.124378109,0.176366843,0.331491713,0.209253662,63.28861286,270.0015848,0,0.365223629,0.484807661,0.556685917,0.652742209,0.600150398,0.486585729,0.377631492,1.181102362,0.564971751,0.848656294,0.995024876,0.970017637,0.718232044,0.534759358,282.7407518,30,56,1,0,0.07,0.42,0.76,0.93,1.96,4.19,12.65,0.109,0.105,0.106,0.107,0.107,0.108,0.108,0.111
207,7,no,31,64.584,2,0.7,0.5,0.8,0.35,14,45,20,4.125,395.8333333,34.72222222,0.170138889,0.225806452,0.225806452,0,0,0,0,0.193548387,0.129032258,0,0.193548387,0.322580645,1863.9279,1.2966133,0.628051758,0.993453004,0.980535154,2589.806593,0.393700787,0.188323917,0.141442716,0.124378109,0.088183422,0.055248619,0.139502441,265.2800425,310.3364789,0,0.636302818,0.650295714,0.589104921,0.560797091,0.559495917,0.534142479,0.412753149,1.181102362,1.129943503,0.848656294,0.746268657,0.705467372,0.773480663,0.651011393,286.2519339,1,1.3,1,66.67,43.79,38.03,38.01,38,38.17,36.11,25.61,0.128,0.122,0.121,0.121,0.121,0.122,0.121,0.119
208,53,no,41,4.836,1,0.5,0.5,0.25,0,17.33333333,41,10,2.75,111.1111111,166.6666667,0.206597222,0,0,0,11.87804878,11.87804878,0,1.146341463,0,0.024390244,1.12195122,1.146341463,1876.9708,0.74204361,1.547241211,1.00777568,0.207846897,2257.505215,0,0.188323917,0.141442716,0.124378109,0.088183422,0.276243094,0.139502441,70.78150646,81.05824341,3.771026561,0.788692079,0.655133672,0.58593054,0.555756274,0.668531893,0.632020803,0.605225343,1.181102362,0.941619586,0.848656294,0.746268657,1.14638448,0.939226519,0.6742618,148.6647251,28,15,1,0,34.87,39.13,38.32,37.53,36.59,38.01,33.25,0.112,0.123,0.124,0.124,0.124,0.124,0.124,0.122
209,26,no,44,26.78,2,0.925,1,0.925,-0.1,6.333333333,61,7,4.25,506.9444444,3083.333333,0,0.340909091,0.340909091,0,0,0,0,1.909090909,0.068181818,0.909090909,1,1.977272727,1882.8501,1.2057613,0.202026367,1.007175929,0.810494761,3866.955841,0.393700787,0.188323917,0.141442716,0.124378109,0.088183422,0.110497238,0.093001628,83.77195419,268.7479751,0,0.341416876,0.239929454,0.208725351,0.1960333,0.179062495,0.178922258,0.187642197,0.787401575,0.564971751,0.565770863,0.497512438,0.529100529,0.386740331,0.325505696,256.7358128,0.6,1.3,1,62.86,59.38,60.02,59.93,58.88,56.88,50.37,36.63,0.14,0.133,0.132,0.131,0.131,0.129,0.127,0.122
210,44,no,39,51.116,2,0.525,0.65,0.625,-0.1,21,20,15,17.875,291.6666667,62.5,0.196180556,0.051282051,0,0.051282051,0,0,0,0.974358974,0,0.282051282,0.692307692,0.974358974,1881.0367,1.4008329,-2.073486328,0.995802683,0.288950901,1580.820171,0,0,0,0.124378109,0.176366843,0.165745856,0.162752848,1392.235945,277.855402,0,0.463859434,0.83783327,1.073171286,1.095984161,1.177345558,1.258403019,0.929504626,1.181102362,0.941619586,1.131541726,1.119402985,1.14638448,0.994475138,0.860265055,286.4484202,2.6,9.3,1,5.41,11.92,13.35,12.91,12.67,13.06,14.62,14.19,0.14,0.127,0.123,0.122,0.121,0.12,0.12,0.119
211,5,yes,41,0.52,1,0.3,0.35,0.2875,-0.225,22.33333333,37,15,5,194.4444444,395.8333333,0.178819444,1.146341463,1.073170732,0.073170732,4.146341463,4.146341463,0,3.073170732,0,1.804878049,1.268292683,3.073170732,1888.204,0.75125551,-1.86315918,1.004787926,0.055028218,1389.867413,0.393700787,0.376647834,0.424328147,0.373134328,0.264550265,0.165745856,0.116252034,49.84065732,914.4096802,0,0,0.347604605,0.389111019,0.389355979,0.556242258,0.719656509,0.618599145,0,0,0.141442716,0.124378109,0.176366843,0.44198895,0.651011393,1333.110539,3,8.3,0,0,22.35,33.71,37.44,38.99,40.09,40.47,40.45,0.121,0.123,0.126,0.127,0.127,0.127,0.126,0.126
212,43,no,33,0,1,0.075,0.15,0.15,-0.05,76,33,30,4.75,0,0,0.199652778,0.242424242,0.242424242,0,0,0,0,0,0,0,0,0,1835.5508,0.41103527,0.207519531,1.00255141,0.314905923,1678.191784,0,0,0,0,0.264550265,0.220994475,0.209253662,623.6657952,909.0176497,0,0,0.502943393,0.51488203,0.500273439,0.618097389,0.672019476,0.472391046,0,0.376647834,0.565770863,0.497512438,0.793650794,0.773480663,0.581260172,927.6861049,94,97,1,0,0,0,0,0,0.05,0.03,1.03,0.095,0.096,0.095,0.095,0.095,0.096,0.096,0.098
213,53,no,31,0,1,0.1,0.2,0.1,-0.2,294,37,30,5.5,0,6.944444444,0.319444444,0.548387097,0.548387097,0,0,0,0,0.580645161,0,0,0.580645161,0.580645161,1858.7479,0.48626551,0.428833008,1.005799476,0.158816432,864.2423636,0.393700787,0.188323917,0.282885431,0.373134328,0.264550265,0.220994475,0.279004883,132.7877363,1504.71295,0,0,0,0,0.143049128,0.249219681,0.327973476,0.587980706,0,0,0,0.248756219,0.440917108,0.607734807,0.837014648,1552.875001,90,110,0,0,0,0,0,0,0,0,0,0.094,0.098,0.098,0.098,0.098,0.098,0.099,0.1
214,69,no,29,0,1,0.275,0.45,0.1125,-0.225,95,49,15,10.75,6.944444444,180.5555556,0.109375,0.344827586,0.344827586,0,0,0,0,0,0,0,0,0,1828.8887,2.2032032,-2.422363281,1.019866938,0.009695717,1887.5003,0,0,0,0,0.088183422,0.276243094,0.209253662,1445.247838,1366.869082,0,0,0,0.027466007,0.041172271,0.062349079,0.07077053,0.149995062,0,0,0.141442716,0.124378109,0.088183422,0.110497238,0.279004883,1387.445216,53,55,0,0,0,0,0.22,0.41,0.45,0.36,0.15,0.087,0.094,0.094,0.094,0.094,0.095,0.095,0.097
215,25,no,42,7.904,1,0.175,0.35,0.2375,-0.225,110.6666667,50,10,7,48.61111111,97.22222222,0.142361111,0,0,0,0,0,0,0.166666667,0,0,0.166666667,0.166666667,1818.1654,1.0098681,-0.169921875,1.000033296,0.86791055,1113.562995,0,0.188323917,0.141442716,0.124378109,0.176366843,0.165745856,0.302255289,800.0165407,1663.331928,0,0,0,0,0,0.107497049,0.12163703,0.103716253,0,0,0,0,0.176366843,0.165745856,0.139502441,1605.647793,74,91,0,0,0,0,0,0,0.01,0.01,0.12,0.093,0.091,0.09,0.091,0.091,0.091,0.092,0.096
216,42,no,30,1.144,1,0.55,0.75,0.525,-0.1,19,43,10,17.125,118.0555556,7979.166667,0.157986111,0.566666667,0.333333333,0.233333333,0,0,0,0.366666667,0.033333333,0,0.366666667,0.4,1807.0281,1.2215576,0.638183594,0.999425334,0.629915286,1430.256217,0,0,0.141442716,0.124378109,0.264550265,0.331491713,0.37200651,101.5573051,2185.513364,0,0,0,0,0,0,0.017590497,0.073284606,0,0,0,0,0,0.055248619,0.162752848,2197.531403,0,0,0,20,37.82,44.32,46.33,45.99,46.69,48.81,37.8,0.127,0.127,0.128,0.128,0.128,0.128,0.127,0.123
217,25,no,34,0,1,0.1,0.2,0.1125,-0.225,47.66666667,42,15,5.125,0,0,0.315972222,0.264705882,0,0.264705882,22.88235294,22.88235294,0,1.029411765,0,0.852941176,0.176470588,1.029411765,1813.9303,2.2499979,-0.666625977,0.985815589,0.854151221,870.8931465,0.393700787,0.376647834,0.282885431,0.248756219,0.352733686,0.386740331,0.348756103,829.3474955,1202.645357,0,0,0.048615428,0.091308984,0.112137832,0.210507019,0.190719813,0.150669866,0,0.188323917,0.282885431,0.248756219,0.352733686,0.276243094,0.232504069,1215.789615,3,12.6,0,0,0.21,0.1,0.08,0.07,0.05,0.03,0.02,0.097,0.094,0.095,0.095,0.096,0.096,0.096,0.098
218,13,no,42,54.444,2,0.95,0.95,0.9625,0.025,6.666666667,58,5,6.125,1020.833333,76.38888889,0.012152778,0.214285714,0.142857143,0.071428571,0,0,0,1.595238095,0,1.285714286,0.30952381,1.595238095,1806.0979,1.1793826,-1.940307617,1.006761417,0.979343321,1079.846667,0,0.376647834,0.565770863,0.621890547,0.529100529,0.552486188,0.302255289,559.3819215,3398.903915,0,0,0,0,0,0,0,0.013208218,0,0,0,0,0,0,0.046500814,3408.195129,0,0,0,100,62.72,51.15,48.71,47.92,44.41,39.97,33.35,0.14,0.131,0.128,0.127,0.126,0.125,0.123,0.12
219,3,no,38,8.372,1,0.5,0.7,0.5375,-0.175,12.33333333,43,15,9.75,305.5555556,395.8333333,0.097222222,0.105263158,0.105263158,0,5,5,0,0.736842105,0.078947368,0,0.736842105,0.815789474,1784.7229,3.6689222,2.978881836,0.973070795,0.972658882,1515.379117,0,0,0,0.124378109,0.176366843,0.331491713,0.37200651,605.790456,4956.483403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947.159639,0,2.3,0,0,1.84,3.75,4.35,4.88,6.31,8.62,15.7,0.118,0.11,0.111,0.112,0.112,0.112,0.112,0.114
222,66,yes,40,0,1,0.075,0.15,0.1875,-0.125,75.33333333,35,15,3.125,6.944444444,395.8333333,0.1875,0.15,0.15,0,145.175,145.175,0,2.15,0,0.55,1.575,2.15,1790.5731,1.6594836,3.443481445,1.006097167,0.531752997,756.1791177,0.393700787,0.376647834,0.282885431,0.248756219,0.352733686,0.331491713,0.255754476,1911.210202,5536.746297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520.126092,1,1,0,0,0,0,0,0.01,0.01,0.02,1.28,0.104,0.107,0.107,0.106,0.107,0.107,0.106,0.107
223,22,no,36,12.012,1,0.475,0.7,0.475,-0.35,87,50,20,10.875,375,1534.722222,0.098958333,0,0,0,10.27777778,5.972222222,0,0.027777778,0.083333333,0,0.027777778,0.111111111,1915.6469,1.6679308,-2.557373047,0.9953441,0.970255933,905.1890186,0.393700787,0.941619586,0.707213579,0.621890547,0.529100529,0.497237569,0.325505696,557.3438616,367.3473624,0,1.06304036,0.981773727,1.125217781,1.135860384,1.11126904,0.95416362,0.864521901,0,0,0,0,0,0.055248619,0.069751221,2276.914431,7,18,0,3.03,19.89,21.03,21.14,21.03,22.34,25.62,28.41,0.114,0.114,0.117,0.117,0.117,0.117,0.119,0.121
228,24,yes,33,0,1,0.05,0.1,0.025,-0.05,281.3333333,54,15,2.5,0,0,0.229166667,0.272727273,0.272727273,0,335.1515152,335.1515152,0,0.575757576,0,0,0.575757576,0.575757576,1738.8544,1.2967206,-10.02941895,1.005604281,0.042834824,1130.411336,0,0.188323917,0.282885431,0.373134328,0.264550265,0.165745856,0.162752848,126.7676203,10869.01191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10843.64453,0,0,0,0,0,0,0,0,0,0,0,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.106
231,68,no,30,40.612,2,0.575,0.4,0.725,0.15,40.33333333,42,10,7.75,569.4444444,0,0.166666667,0.1,0.1,0,0,0,0,0.033333333,0,0.033333333,0,0.033333333,1849.6741,1.882041,2.877929688,1.014625636,0.846786787,1388.095343,0,0,0.282885431,0.248756219,0.352733686,0.44198895,0.395256917,387.3702236,1296.09434,0,0,0.000725699,0.031898936,0.054374611,0.139362359,0.184753591,0.430419334,0,0,0.141442716,0.124378109,0.176366843,0.331491713,0.465008138,1302.689076,1.3,2,0,82.86,55.06,44.58,39.87,38.01,34.56,33.44,27.02,0.118,0.117,0.115,0.115,0.115,0.115,0.115,0.115
233,16,no,33,0.572,1,0.175,0.35,0.4875,-0.225,92,50,20,21.875,180.5555556,548.6111111,0.270833333,0.303030303,0.303030303,0,0,0,0,0.303030303,0,0,0.303030303,0.303030303,1781.4227,0.616557,-2.542724609,1.000942644,0.001618297,1822.941831,0,0,0,0,0.440917108,0.276243094,0.279004883,396.7621654,5614.017542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5634.065721,1,0,0,0,0,0,0,0,0,0,0,0.11,0.109,0.108,0.107,0.107,0.106,0.104,0.103
234,54,no,33,0,1,0.025,0.05,0.1125,-0.225,147.3333333,35,30,3.625,27.77777778,1430.555556,0.277777778,0.121212121,0.121212121,0,55.42424242,55.42424242,0,0.363636364,0,0,0.363636364,0.363636364,1802.8666,4.3338575,-6.457275391,0.989992771,0.842520566,763.3301589,0.393700787,0.188323917,0.141442716,0.124378109,0.176366843,0.331491713,0.279004883,306.3743063,9373.182827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9371.190845,15,43,0,0,0,0,0,0,0,0,0,0.106,0.107,0.107,0.107,0.107,0.107,0.107,0.108
235,38,no,33,0,1,0.1,0.15,0.075,-0.15,32.33333333,30,15,6.875,0,395.8333333,0.295138889,0.121212121,0.121212121,0,236.5454545,236.5454545,0,1.121212121,0,0.03030303,1.090909091,1.121212121,1809.3169,0.31644288,-4.056030273,1.002569047,0.032737344,431.6998294,0.787401575,0.564971751,0.565770863,0.497512438,0.529100529,0.331491713,0.325505696,67.22354906,11235.36764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11163.22177,0,0,0,0,0,0,0,0,0,0,0,0.116,0.112,0.112,0.112,0.112,0.112,0.112,0.11
238,51,no,34,0,1,0.075,0.15,0.075,-0.15,285.3333333,33,20,7.75,0,0,0.345486111,0.911764706,0.911764706,0,76.88235294,76.88235294,0,2.794117647,0,0,2.794117647,2.794117647,1765.8782,1.2416602,-2.693237305,1.006312154,0.300939037,385.4889198,0.393700787,0.188323917,0.282885431,0.248756219,0.176366843,0.220994475,0.279004883,1448.205361,8272.682115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8296.178587,38,41,0,0,0,0,0,0,0,0,0,0.098,0.101,0.1,0.1,0.1,0.1,0.101,0.103
241,29,yes,37,7.488,1,0.025,0.05,0.15,-0.05,83.33333333,57,20,8,55.55555556,27.77777778,0.256944444,0.289473684,0.289473684,0,66.07894737,66.07894737,0,8.756756757,0.378378378,0,8.756756757,9.135135135,1905.7798,0.37064308,0.897094727,1.007404998,0.215227639,768.9255387,1.181102362,0.564971751,0.565770863,0.621890547,0.529100529,0.497237569,0.418507324,243.9088398,759.1710957,0,0.32580852,0.325621711,0.477914187,0.493113627,0.526288747,0.542532451,0.834474945,0,0,0,0,0,0,0.255754476,859.4120999,2,4.3,0,0,8.77,15.78,18.79,19.25,19.97,20.56,18.58,0.11,0.111,0.112,0.113,0.113,0.114,0.116,0.117
244,30,yes,51,0,1,0.1,0.2,0.075,-0.15,240.6666667,42,15,3,13.88888889,69.44444444,0.265625,0.274509804,0.274509804,0,15.80392157,15.80392157,0,1.450980392,0,0,1.450980392,1.450980392,1790.5652,1.788692,-1.460083008,1.016474844,0.955286501,1130.056723,0,0.753295669,0.565770863,0.497512438,0.529100529,0.497237569,0.325505696,88.91926075,10282.37974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10286.89012,75,90,0,0,0,0,0,0,0,0,0,0.101,0.106,0.107,0.106,0.106,0.106,0.105,0.104
248,46,no,40,13.52,1,0.225,0.3,0.45,-0.25,190,36,10,6,34.72222222,472.2222222,0.251736111,0.3,0.3,0,12.25,12.25,0,2.225,0,0,2.225,2.225,1807.071,5.7235465,-4.973388672,1.024461038,0.30907471,905.8698368,0,0.376647834,0.424328147,0.497512438,0.705467372,0.44198895,0.348756103,435.8566281,2916.158189,0,0,0,0,0,0,0,0.03474754,0,0,0,0,0,0,0.046500814,2945.634339,49,57,0,0,0,0,0,0,0.02,0.03,0.01,0.104,0.101,0.102,0.102,0.102,0.102,0.101,0.1
249,18,no,36,0.624,1,0.525,0.55,0.15,-0.15,20.33333333,44,15,10.28571429,34.72222222,0,0.144097222,0,0,0,0.416666667,0.416666667,0,1.166666667,0.027777778,1.083333333,0.083333333,1.194444444,1835.5054,0.98030883,-0.661132813,1.009042635,0.266291291,832.4917012,1.181102362,0.753295669,0.707213579,0.870646766,0.617283951,0.497237569,0.534759358,80.7154969,1123.057871,0,0,0.03433308,0.157775591,0.197544493,0.266494759,0.387734262,0.395212031,0,0.188323917,0.424328147,0.497512438,0.617283951,0.718232044,0.511508951,1130.687716,7,21,0,0,25.02,27.9,29.7,31.08,34.38,35.51,30.17,0.113,0.113,0.112,0.113,0.114,0.116,0.117,0.115
250,35,yes,32,0,1,0.125,0.25,0.1,-0.2,395.3333333,35,15,3.375,6.944444444,125,0.253472222,0,0,0,64.9375,56.125,10.40625,2.3125,0,0,2.3125,2.3125,1821.7584,1.1909871,0.301147461,1.01337633,0.962118113,1116.662844,0,0.188323917,0.424328147,0.621890547,0.440917108,0.331491713,0.37200651,228.1032616,3504.276901,0,0,0,0,0,0,0,0.004549617,0,0,0,0,0,0,0.023250407,3538.608036,83,99,0,0,0,0,0,0,0,0,0.01,0.102,0.101,0.1,0.1,0.1,0.099,0.099,0.099
251,23,yes,32,0,1,0,0,0.1125,-0.075,113.3333333,31,10,2.375,6.944444444,0,0.272569444,0,0,0,424.8125,424.8125,0,7.40625,0,0,7.40625,7.40625,1819.203,6.6243005,-8.434326172,0.965542897,0.088982122,565.4650026,0.787401575,0.376647834,0.565770863,0.497512438,0.352733686,0.497237569,0.325505696,132.1710794,2605.356838,0,0,0,0,0,0,0,0.086479143,0,0,0,0,0,0,0.162752848,2632.80399,0,0,0,0,0,0,0,0,0,0,0.01,0.103,0.099,0.098,0.098,0.098,0.098,0.098,0.098
254,25,no,32,20.02,2,0.6,0.55,0.3875,-0.075,11.66666667,48,15,12.125,125,1763.888889,0.199652778,0.71875,0.09375,0.625,1.78125,1.78125,0,5.46875,0.25,2.28125,3.1875,5.71875,1817.8427,3.1915138,4.135864258,0.991687194,0.084762452,850.3546505,0.787401575,0.564971751,0.707213579,0.621890547,0.440917108,0.276243094,0.255754476,506.4316356,10035.24728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10054.27844,19,46,0,0,0,0,0.01,0.01,0.01,0,0,0.11,0.109,0.108,0.108,0.107,0.107,0.106,0.106
256,52,no,41,1.82,1,0.475,0.5,0.5625,0.025,22,37,20,2.375,222.2222222,41.66666667,0.112847222,0.43902439,0.43902439,0,13.58536585,13.58536585,0,0.097560976,0,0.048780488,0.048780488,0.097560976,1880.8854,1.7799804,0.218505859,1.004764329,0.808287163,796.7892978,0.393700787,0.376647834,0.424328147,0.497512438,0.440917108,0.386740331,0.465008138,279.0824063,245.4179038,0,0.76231941,0.518953441,0.435949581,0.395899008,0.403028909,0.575682246,0.586079349,0.787401575,0.564971751,0.565770863,0.497512438,0.440917108,0.497237569,0.441757731,379.3422616,3,6,0,0,19.29,25.49,25.63,25.4,24.95,21.83,20.42,0.12,0.117,0.118,0.118,0.118,0.117,0.116,0.115
266,64,no,39,21.164,2,0.5,0.55,0.4875,-0.225,18.33333333,39,15,11.25,479.1666667,243.0555556,0.065972222,0.615384615,0.153846154,0.461538462,0,0,0,0.717948718,0,0.717948718,0,0.717948718,1838.9391,0.84758854,2.702514648,1.004726926,0.232021023,621.5768381,1.181102362,0.753295669,0.565770863,0.621890547,0.617283951,0.662983425,0.418507324,82.61946483,342.5812475,0,0.60643159,0.399399262,0.520878745,0.547947247,0.581833011,0.467194885,0.342619302,1.181102362,0.753295669,0.99009901,0.995024876,0.881834215,0.662983425,0.441757731,363.9305611,3.3,7,1,38.89,54.32,54.53,53.15,51.69,47.35,41.37,31.52,0.124,0.124,0.123,0.123,0.123,0.121,0.119,0.116
